area,average_price,community,decoration,direction,focus_num,link,model,othermessage,price,time,title
89.06平米,单价48283元/平米,倚山花园三期  沙头角,,东北,27人关注,https://sz.lianjia.com/ershoufang/105100528734.html,3室1厅,VR房源 房本满两年 随时看房,430,,倚山花园三期  通风采光好 满2年 住家安静 配套齐
126.58平米,单价42266元/平米,佳兆业盐田城市广场  盐田港,简装,南,0人关注,https://sz.lianjia.com/ershoufang/105103489462.html,3室2厅,VR房源 房本满两年 随时看房,535,28天以前发布,佳兆业山海城 东北精装 红本满两年 可免个税
19平米,单价43158元/平米,蓝田壹站  沙头角,简装,西北,11人关注,https://sz.lianjia.com/ershoufang/105101382219.html,1室0厅,VR房源 房本满五年,82,,蓝田壹站 单身公寓 满五年 费用少 总价低
38.18平米,单价85124元/平米,白金酒店公寓  新安,精装,东北,3人关注,https://sz.lianjia.com/ershoufang/105103633688.html,2室1厅,近地铁 房本满两年,325,1天以前发布,地铁口物业，精装电梯两居室，税费低
158.8平米,单价93829元/平米,金泓凯旋城一期  宝安中心,精装,东南,8人关注,https://sz.lianjia.com/ershoufang/105101793171.html,4室2厅,近地铁,1490,,金泓凯旋城一期 4室2厅 1490万
77.05平米,单价61000元/平米,碧海富通城三期  碧海,简装,西南,96人关注,https://sz.lianjia.com/ershoufang/105103439568.html,2室1厅,近地铁 房本满五年,470,,碧海湾地铁口  复式精装  朝向西南
38.69平米,单价36186元/平米,鸿荣源禧园  沙井,简装,南,17人关注,https://sz.lianjia.com/ershoufang/105103318183.html,1室1厅,房本满五年,140,,鸿荣源禧园 1室1厅 140万
32.12平米,单价124534元/平米,富通好旺角一期  宝安中心,精装,东北,10人关注,https://sz.lianjia.com/ershoufang/105103081860.html,1室1厅,近地铁 房本满五年,400,,宝中双地铁，经典一居室，衣食住行一站式
89.8平米,单价54009元/平米,星航华府  福永,精装,东北,27人关注,https://sz.lianjia.com/ershoufang/105102809702.html,3室2厅,房本满五年,485,,天虹楼下 地铁12号黄田站 高楼层 精装修 朝南户型
127.06平米,单价43287元/平米,丽沙花都  沙井,精装,东,7人关注,https://sz.lianjia.com/ershoufang/105102450638.html,4室2厅,房本满五年,550,,大空港精装大四房，丽沙红本南向大四房，诚售！
127.38平米,单价47104元/平米,兴达华府  西乡,精装,东,3人关注,https://sz.lianjia.com/ershoufang/105101615323.html,3室1厅,房本满五年,600,,满五年唯一，户型方正，采光充足，看房方便
92.08平米,单价106430元/平米,佳华名苑  宝安中心,精装,东北,15人关注,https://sz.lianjia.com/ershoufang/105101268107.html,3室1厅,近地铁 房本满两年,980,,精装复式房业主诚心在卖，看房要提前约
60平米,单价30000元/平米,深业沙河U中心  曦城,精装,南,1人关注,https://sz.lianjia.com/ershoufang/105101982112.html,1室1厅,房本满两年,180,,深业沙河U中心 1室1厅 180万
102.75平米,单价92458元/平米,西城上筑花园  宝安中心,精装,北 东北,6人关注,https://sz.lianjia.com/ershoufang/105103523364.html,3室2厅,近地铁 房本满两年,950,22天以前发布,西城上筑花园 3室2厅 950万
127.62平米,单价37612元/平米,中海西岸华府北区  松岗,精装,南 北,5人关注,https://sz.lianjia.com/ershoufang/105102457484.html,3室2厅,房本满两年,480,,11号线松岗站中海西岸华府南北通透3+1房出售
104.2平米,单价49425元/平米,碧涛阁  翻身,简装,东南,2人关注,https://sz.lianjia.com/ershoufang/105103576022.html,3室2厅,近地铁 房本满五年,515,12天以前发布,碧涛阁 3室2厅 515万
69.1平米,单价53546元/平米,新安湖花园  新安,精装,东南 西北,175人关注,https://sz.lianjia.com/ershoufang/105102706479.html,2室2厅,近地铁 VR房源 房本满五年,370,,满五唯一 东南向看花园 大社区地铁口物业 海雅商圈
45.3平米,单价92716元/平米,前海银鸿  翻身,精装,东南,1人关注,https://sz.lianjia.com/ershoufang/105102370506.html,2室1厅,随时看房,420,,宝安大前海  双地铁  精装公寓  业主诚心卖 方便看
102.25平米,单价69438元/平米,海湾明珠  西乡,简装,东南,10人关注,https://sz.lianjia.com/ershoufang/105101936246.html,5室2厅,近地铁 房本满两年,710,,电梯房，看房比较方便，装修保养好。
254.64平米,单价117814元/平米,招商华侨城曦城四期  曦城,,南 北,5人关注,https://sz.lianjia.com/ershoufang/105101657237.html,8室3厅,房本满五年,3000,,此房有负一到地上3层带天台，前后花园 大阳台
96.86平米,单价82078元/平米,万象新天  西乡,精装,东南,51人关注,https://sz.lianjia.com/ershoufang/105100800364.html,8室2厅,近地铁 房本满五年,795,,业主自住房  精装修 可直接拎包入住
147.09平米,单价50990元/平米,天骄世家  西乡,精装,南 西 北,18人关注,https://sz.lianjia.com/ershoufang/105101421256.html,5室1厅,房本满五年,750,,天骄世家大5房 花园中间安静 住家装修
95.25平米,单价69922元/平米,碧海名园  西乡,,南,1人关注,https://sz.lianjia.com/ershoufang/105103639805.html,4室1厅,近地铁 VR房源 房本满五年,666,,碧海名园 4室1厅 666万
42.47平米,单价63104元/平米,兴达华府  西乡,精装,东南,81人关注,https://sz.lianjia.com/ershoufang/105103320722.html,2室1厅,VR房源,268,,房子中间楼层，视野好，采光好，业主诚心出售
131.18平米,单价53362元/平米,中熙香莎公馆  沙井,,南,2人关注,https://sz.lianjia.com/ershoufang/105103387296.html,4室2厅,VR房源,700,,高楼层，四房南向，业主诚售，看房方便！
89.9平米,单价66741元/平米,领航城领秀花园  西乡,精装,东南,32人关注,https://sz.lianjia.com/ershoufang/105102613728.html,3室2厅,近地铁 VR房源,600,,领 航 城带精装修正规3房  看花园小区安静南北通风
72.85平米,单价68635元/平米,康达尔山海上城  西乡,精装,西,20人关注,https://sz.lianjia.com/ershoufang/105103431566.html,3室2厅,VR房源 房本满两年,500,,楼层高，视野开阔，精装修，2+1户型，进门带入户
255平米,单价58824元/平米,桃源居十五区  桃源居,,南,0人关注,https://sz.lianjia.com/ershoufang/105103313806.html,7室2厅,VR房源 房本满五年,1500,,带内庭院，花园中间安静一层两户，带三个车位。
46.42平米,单价65705元/平米,翠景居  西乡,简装,东南,106人关注,https://sz.lianjia.com/ershoufang/105103163282.html,2室1厅,VR房源 房本满五年,305,,满五年唯一，南向电梯两房，2010年小区花园！
60.51平米,单价49579元/平米,前海铂寓  碧海,,东南,8人关注,https://sz.lianjia.com/ershoufang/105102745554.html,2室1厅,房本满两年,300,,前海铂寓 2室1厅 300万
94.1平米,单价69076元/平米,桃源居四区  桃源居,精装,南,7人关注,https://sz.lianjia.com/ershoufang/105103118242.html,3室2厅,VR房源,650,,精装复式，业主诚心卖，当是交朋友
148.52平米,单价52519元/平米,西海岸花园  翻身,精装,西南,7人关注,https://sz.lianjia.com/ershoufang/105102182390.html,4室2厅,近地铁 VR房源 房本满五年,780,,西海岸花园 4室2厅 780万
48.21平米,单价65340元/平米,黄金大厦  新安,精装,西北,49人关注,https://sz.lianjia.com/ershoufang/105103470050.html,2室1厅,VR房源 房本满两年,315,31天以前发布,总价低，户型方正，配套齐全，居家舒适
82平米,单价71952元/平米,新安湖花园  新安,精装,东,5人关注,https://sz.lianjia.com/ershoufang/105103392369.html,2室1厅,近地铁 VR房源 房本满五年,590,,新安湖花园 2室1厅 590万
55.33平米,单价45184元/平米,前海铂寓  碧海,简装,南,6人关注,https://sz.lianjia.com/ershoufang/105103260666.html,1室1厅,房本满两年,250,,大铲湾旁，一线海景，大前海一房，业主诚心出售
38.18平米,单价79885元/平米,白金酒店公寓  新安,精装,东北,49人关注,https://sz.lianjia.com/ershoufang/105103068736.html,2室1厅,近地铁 VR房源 房本满五年,305,,710米地铁口 两房 满五年 家庭唯一 税费少 采光好
36.22平米,单价44175元/平米,万菱new寓  西乡,,东 东南,2人关注,https://sz.lianjia.com/ershoufang/105102665522.html,1室1厅,房本满两年,160,,万菱new寓 1室1厅 160万
125.8平米,单价47695元/平米,泛华苑  新安,简装,东北,4人关注,https://sz.lianjia.com/ershoufang/105101999684.html,3室2厅,近地铁 VR房源 房本满五年,600,,灵芝站 电梯三房 海雅缤纷城商圈 价格可谈。
115.83平米,单价45757元/平米,桃源居十区  桃源居,精装,南,12人关注,https://sz.lianjia.com/ershoufang/105102263910.html,3室2厅,VR房源 房本满五年,530,,桃源居十区 3室2厅 530万
56.03平米,单价51402元/平米,华盛盛荟  新安,精装,西南,40人关注,https://sz.lianjia.com/ershoufang/105103318271.html,2室1厅,VR房源 房本满两年,288,,业主自己住 地下停车场3层半 停车充足
121.64平米,单价42750元/平米,桃源居十四区  桃源居,简装,东,2人关注,https://sz.lianjia.com/ershoufang/105103251877.html,3室2厅,VR房源 房本满两年 随时看房,520,,业主诚心卖，户型方正单价低标准三房。
52.44平米,单价47674元/平米,合正汇一城  西乡,简装,东,1人关注,https://sz.lianjia.com/ershoufang/105103076159.html,1室1厅,近地铁 房本满两年,250,,1号线上面70年产权的真正商务公寓！
286.69平米,单价29998元/平米,龙翔山庄  福永,精装,东,22人关注,https://sz.lianjia.com/ershoufang/105101922540.html,7室2厅,VR房源 随时看房,860,,龙翔山庄，依山傍水，面朝立新湖
148.9平米,单价66488元/平米,冠城世家  新安,精装,南,2人关注,https://sz.lianjia.com/ershoufang/105103425087.html,3室2厅,近地铁 VR房源 房本满两年,990,,双地铁双公园围绕，满5唯一，花园中间南向
99.77平米,单价60139元/平米,泰华明珠  西乡,精装,东南,1人关注,https://sz.lianjia.com/ershoufang/105103371320.html,4室1厅,VR房源 房本满两年,600,,离地铁口仅300米，双地铁，通风采光好，可拎包入住
88.07平米,单价56774元/平米,万科翡丽郡四期  沙井,精装,南,9人关注,https://sz.lianjia.com/ershoufang/105103303116.html,3室2厅,VR房源 房本满两年,500,,精致装修，自住中高楼层，少量欠款，坐拥万科！
75.27平米,单价50220元/平米,中海西岸华府南区  松岗,精装,东南,63人关注,https://sz.lianjia.com/ershoufang/105103210292.html,3室2厅,近地铁 VR房源 房本满五年,378,,房子是红本在手的满五年家庭唯一一套住房
123平米,单价56748元/平米,滨海春城  翻身,,东南,8人关注,https://sz.lianjia.com/ershoufang/105103121788.html,3室1厅,VR房源 房本满五年,698,,滨海春城 朝南采光好 视野宽阔，采光充足
86.2平米,单价75407元/平米,金港华庭  西乡,精装,东南,4人关注,https://sz.lianjia.com/ershoufang/105103028852.html,3室2厅,近地铁 VR房源 房本满两年,650,,金港华庭 3室2厅 650万
107.6平米,单价44610元/平米,俊景园  西乡,精装,东北,7人关注,https://sz.lianjia.com/ershoufang/105102848121.html,3室2厅,VR房源 房本满五年,480,,地铁口物业，业主自住，满五唯一税费少
87.6平米,单价50115元/平米,天源花园  新安,简装,东南,30人关注,https://sz.lianjia.com/ershoufang/105102627661.html,3室2厅,VR房源 房本满两年,439,,采光充足，配套齐全，满五唯一，交通便利
94.36平米,单价44511元/平米,73区  西乡,精装,东南,4人关注,https://sz.lianjia.com/ershoufang/105102360418.html,3室2厅,VR房源 房本满两年,420,,看房方便   精装大三房   拎包入住  诚心出售
77.2平米,单价64767元/平米,怡合花园  新安,简装,东南,36人关注,https://sz.lianjia.com/ershoufang/105101522789.html,3室1厅,近地铁 VR房源 房本满五年,500,,地铁物业 两房改了三房 朝南看花园安静 红本在手
104.7平米,单价50621元/平米,桃源居十二区  桃源居,精装,东南,3人关注,https://sz.lianjia.com/ershoufang/105103538626.html,3室1厅,VR房源 房本满两年,530,19天以前发布,桃源居电梯大三房 朝南，精装修拎包入住
63.77平米,单价82484元/平米,幸福珺湾  碧海,精装,西南,9人关注,https://sz.lianjia.com/ershoufang/105103399754.html,2室2厅,近地铁 VR房源 房本满两年 随时看房,526,,幸福珺湾 2室2厅 526万
198.27平米,单价80699元/平米,新锦安雅园三期  翻身,简装,东南,3人关注,https://sz.lianjia.com/ershoufang/105102697139.html,5室2厅,近地铁 VR房源 房本满五年,1600,,五年唯一，中高楼层，视野开阔适合居家。
153.86平米,单价48746元/平米,桃源居十七区  桃源居,精装,南,8人关注,https://sz.lianjia.com/ershoufang/105102250868.html,4室2厅,VR房源 房本满两年,750,,花园社区，带私家车位，满二年，
90.3平米,单价68661元/平米,康达尔山海上城  西乡,,西南,21人关注,https://sz.lianjia.com/ershoufang/105101761966.html,4室2厅,VR房源 房本满五年,620,,新小区，卧室房间实用面积大，居家优选。
134.21平米,单价64079元/平米,幸福珺湾  碧海,,东南 西北,14人关注,https://sz.lianjia.com/ershoufang/105102384692.html,4室2厅,VR房源 房本满两年 随时看房,860,,幸福郡湾四房 户型南北 有钥匙随时看房
92.3平米,单价59589元/平米,海滨城广场  翻身,精装,东北,71人关注,https://sz.lianjia.com/ershoufang/105101375283.html,3室1厅,近地铁 VR房源 房本满两年,550,,地铁口物业，带大露台，可以养花种菜遛猫遛狗
63.69平米,单价68771元/平米,福中福花园二期  西乡,精装,西南,39人关注,https://sz.lianjia.com/ershoufang/105103514920.html,2室2厅,近地铁 VR房源 房本满两年,438,23天以前发布,福中福花园二期 2室2厅 438万
88.26平米,单价71381元/平米,玉湖湾  碧海,简装,南,208人关注,https://sz.lianjia.com/ershoufang/105101475951.html,3室2厅,近地铁 VR房源 房本满五年,630,,正南向标准三房两卫，每个房间近12平米
135.12平米,单价72973元/平米,广兴源圣拿威  碧海,精装,南,8人关注,https://sz.lianjia.com/ershoufang/105103589845.html,5室1厅,近地铁 VR房源 房本满两年,986,10天以前发布,法式园林，双地铁，近前海自贸区，精装5室值得一看
117.31平米,单价70753元/平米,碧海富通城三期  碧海,精装,东,7人关注,https://sz.lianjia.com/ershoufang/105103445997.html,4室1厅,近地铁 VR房源 房本满五年,830,,多扩展5个平方，南北桶透精装四房，安静采光通风好
227.06平米,单价88083元/平米,招商华侨城曦城六期  曦城,,东南,2人关注,https://sz.lianjia.com/ershoufang/105103061001.html,5室2厅,VR房源 房本满两年,2000,,曦城六期  叠加别墅 上叠端头 带花园天台 业主诚心卖
37.32平米,单价76367元/平米,白金酒店公寓  新安,精装,西南,46人关注,https://sz.lianjia.com/ershoufang/105102619526.html,2室1厅,近地铁 VR房源 房本满五年,285,,西南向 通风采光好 地铁口电梯社区 配套成熟
222.04平米,单价81067元/平米,御景水岸花园  福永,,东南,2人关注,https://sz.lianjia.com/ershoufang/105101919871.html,9室3厅,VR房源 房本满两年,1800,,御景水岸 别墅小区 依山傍水 环境优美
127.68平米,单价54825元/平米,东江豪苑  新安,简装,东,4人关注,https://sz.lianjia.com/ershoufang/105103430953.html,4室2厅,VR房源 房本满五年 随时看房,700,,红本在手  有钥匙  看房随时方便
89.24平米,单价48185元/平米,宏发君域  松岗,精装,东南,8人关注,https://sz.lianjia.com/ershoufang/105102669857.html,3室2厅,VR房源 房本满五年 随时看房,430,,此房满五唯一，采光好，南北对流，格局方正
113.02平米,单价51319元/平米,鸿荣源禧园  沙井,精装,南 北,22人关注,https://sz.lianjia.com/ershoufang/105102166713.html,4室2厅,近地铁 VR房源 房本满两年,580,,舒适安静 绿化好  配套成熟大四房
74.86平米,单价56105元/平米,桃源居五区  桃源居,,东,11人关注,https://sz.lianjia.com/ershoufang/105103597958.html,2室2厅,VR房源 房本满五年,420,8天以前发布,桃源居五区 2室2厅 420万
62.54平米,单价60762元/平米,财富港大厦  西乡,精装,西北,129人关注,https://sz.lianjia.com/ershoufang/105102865553.html,2室2厅,近地铁 VR房源 房本满两年 随时看房,380,,1号线坪洲地铁口一本两套房 年轻人最喜户型
105.22平米,单价53222元/平米,金汇名园  翻身,精装,南,4人关注,https://sz.lianjia.com/ershoufang/105103544485.html,3室2厅,近地铁 VR房源 房本满五年,560,18天以前发布,金汇名园 3室2厅 560万
78.68平米,单价56559元/平米,旭仕达名苑  新安,精装,西北,21人关注,https://sz.lianjia.com/ershoufang/105103488684.html,2室1厅,VR房源 房本满两年,445,28天以前发布,旭仕达名苑 2室1厅 445万
43.5平米,单价94253元/平米,碧海君庭  碧海,精装,南,7人关注,https://sz.lianjia.com/ershoufang/105103546448.html,1室1厅,VR房源 房本满两年 随时看房,410,18天以前发布,碧海湾旁温馨小家 爱她就给她一个家
102.44平米,单价37876元/平米,32区  新安,简装,西南,79人关注,https://sz.lianjia.com/ershoufang/105101107727.html,3室2厅,近地铁 VR房源 房本满两年,388,,宝安公园旁 宝安32区 地段繁华
224平米,单价43750元/平米,桃源居四区  桃源居,简装,南,8人关注,https://sz.lianjia.com/ershoufang/105101628700.html,5室2厅,VR房源 房本满两年 随时看房,980,,桃源居复式5房、使用面积大、配套完善
103.5平米,单价57972元/平米,海滨城广场  翻身,简装,东南,6人关注,https://sz.lianjia.com/ershoufang/105103577756.html,3室1厅,近地铁 VR房源 房本满五年,600,12天以前发布,壹方城 体育馆 近地铁 满五非唯一 户型方正  安静
122.58平米,单价43238元/平米,同和悦园  福永,,南,53人关注,https://sz.lianjia.com/ershoufang/105102020076.html,5室2厅,VR房源 房本满两年 随时看房,530,,户型方正，光线充足，朝风凰山，顶层复式结构5房
120.12平米,单价51199元/平米,弘雅花园雅豪轩三期  新安,精装,东南 西北,10人关注,https://sz.lianjia.com/ershoufang/105103531431.html,3室2厅,VR房源 房本满两年,615,20天以前发布,满两年税费少 户型方正 看房方便
126.93平米,单价70748元/平米,中粮澜山  西乡,精装,东南,56人关注,https://sz.lianjia.com/ershoufang/105101339855.html,4室2厅,VR房源 房本满五年,898,,安静四房，错层红木装修，看花园
80.88平米,单价49456元/平米,拾悦城  沙井,,东南,12人关注,https://sz.lianjia.com/ershoufang/105103605148.html,3室2厅,VR房源 房本满两年,400,7天以前发布,拾悦城，近地铁，刚需上车好房 总价400万买3房
223.3平米,单价88670元/平米,招商华侨城曦城六期  曦城,,东南,18人关注,https://sz.lianjia.com/ershoufang/105102417197.html,5室2厅,VR房源 房本满五年 随时看房,1980,,三面采光，地势高，车位充足，花园90平
118.65平米,单价58998元/平米,海云轩  翻身,精装,西南,84人关注,https://sz.lianjia.com/ershoufang/105101443297.html,3室1厅,近地铁 VR房源 房本满五年,700,,满五唯一1+5双地铁  壹方城商圈 欢乐海岸2.0plus
64.01平米,单价77332元/平米,幸福珺湾  碧海,精装,东北,16人关注,https://sz.lianjia.com/ershoufang/105103544705.html,2室2厅,近地铁 VR房源,495,18天以前发布,精装修 双地铁物业 新小区  配套成熟
89.46平米,单价64834元/平米,领翔华府  西乡,精装,南,14人关注,https://sz.lianjia.com/ershoufang/105103352215.html,3室2厅,VR房源 房本满五年,580,,领翔华府 3室2厅 580万
75.8平米,单价47230元/平米,天源大厦  新安,简装,西南,77人关注,https://sz.lianjia.com/ershoufang/105102136849.html,2室1厅,近地铁 VR房源 房本满两年,358,,天源大厦 2室1厅 358万
111.73平米,单价65874元/平米,碧海富通城三期  碧海,简装,南 北,19人关注,https://sz.lianjia.com/ershoufang/105103357633.html,3室2厅,近地铁 VR房源 房本满五年,736,,富通城三期南北通透标准带阁楼大三房
33.15平米,单价85973元/平米,广兴源圣拿威  碧海,精装,西北,41人关注,https://sz.lianjia.com/ershoufang/105103244514.html,1室1厅,近地铁 VR房源 房本满五年 随时看房,285,,广兴源圣拿威 1室1厅 285万
77.11平米,单价58359元/平米,兴业华庭  翻身,精装,东北,29人关注,https://sz.lianjia.com/ershoufang/105103512777.html,2室1厅,近地铁 VR房源 房本满两年,450,24天以前发布,体育馆48区纯住宅，公园旁精装大两房，业主诚心售
43.25平米,单价77457元/平米,白金时代  新安,精装,西北,158人关注,https://sz.lianjia.com/ershoufang/105102030293.html,2室1厅,近地铁 VR房源 房本满两年,335,,总价相对较低，采光比同户型要好很多，户型方正
36.04平米,单价74917元/平米,白金假日公寓  西乡,精装,东北,12人关注,https://sz.lianjia.com/ershoufang/105103589713.html,1室1厅,近地铁 VR房源 房本满两年,270,10天以前发布,精装小户型！高楼层！朝向好！！
117.57平米,单价65068元/平米,鸿景园  新安,精装,东北,33人关注,https://sz.lianjia.com/ershoufang/105103501743.html,3室2厅,VR房源 房本满五年,765,26天以前发布,小区唯一在售一套三房，户型方正，拎包入住
81.97平米,单价60998元/平米,富盈门  西乡,简装,南,18人关注,https://sz.lianjia.com/ershoufang/105103502898.html,2室2厅,VR房源 房本满五年 随时看房,500,25天以前发布,一手业主，深圳唯一一套房子.户型方正，采光足
106平米,单价46227元/平米,桃源居十四区  桃源居,简装,南,47人关注,https://sz.lianjia.com/ershoufang/105103370348.html,3室2厅,VR房源 房本满两年,490,,南北通格局 采光很好 视野宽阔 看泳池很安静 装修很好
88.62平米,单价42880元/平米,中海怡美山庄  横岗,简装,东南,30人关注,https://sz.lianjia.com/ershoufang/105103214044.html,4室2厅,VR房源 房本满五年 随时看房,380,,满五唯一红本在手税费少，近14号线，环境好带私家车位
106.61平米,单价30954元/平米,东方明珠城  龙岗中心城,简装,东南,12人关注,https://sz.lianjia.com/ershoufang/105103140174.html,4室2厅,近地铁 VR房源 房本满五年 随时看房,330,,地铁口，红本在手4房。看房子方便
69.39平米,单价38190元/平米,和通花园  布吉大芬,精装,南,21人关注,https://sz.lianjia.com/ershoufang/105103040388.html,3室1厅,近地铁 VR房源 房本满两年 随时看房,265,,精装三房 距大芬地铁站200米 红本在手
71平米,单价35071元/平米,万象天成  龙岗中心城,简装,东北,24人关注,https://sz.lianjia.com/ershoufang/105102956210.html,2室1厅,VR房源 房本满两年 随时看房,249,,地铁口物业，龙岗区政府旁 花园小区，电梯房
123.77平米,单价31511元/平米,宏兴苑  龙岗中心城,简装,南,8人关注,https://sz.lianjia.com/ershoufang/105102716092.html,4室2厅,VR房源 房本满五年 随时看房,390,,一梯两户、座北朝南  满5红本
123.75平米,单价34586元/平米,锦冠华城  横岗,精装,南,2人关注,https://sz.lianjia.com/ershoufang/105102475793.html,3室1厅,VR房源 房本满五年 随时看房,428,,"点：
满五 唯一，红本在手， 有入户花园 保养好。"
107平米,单价34580元/平米,华浩源B区  布吉石芽岭,简装,西北,17人关注,https://sz.lianjia.com/ershoufang/105102115907.html,3室2厅,VR房源 房本满五年 随时看房,370,,华浩源大3房 一手业主 满五红本在手
67.47平米,单价33349元/平米,万科时代广场  龙岗中心城,精装,东南,250人关注,https://sz.lianjia.com/ershoufang/105102036907.html,2室1厅,近地铁 VR房源 房本满两年 随时看房,225,,万科精装两房  业主诚心出售低于购买价出售 看房方便
105.67平米,单价52049元/平米,中海月朗苑  坂田,简装,北,13人关注,https://sz.lianjia.com/ershoufang/105102635992.html,3室2厅,VR房源 房本满五年,550,,月朗苑大三房  看花园朝泳池  安静舒适
192.57平米,单价36351元/平米,振业城上观  横岗,,南,2人关注,https://sz.lianjia.com/ershoufang/105102319415.html,4室2厅,近地铁 VR房源 房本满两年,700,,国企上市物业 地铁口 居家舒适 值得拥有
110.15平米,单价34499元/平米,华浩源B区  布吉石芽岭,精装,南,42人关注,https://sz.lianjia.com/ershoufang/105102117439.html,3室2厅,VR房源 房本满五年,380,,50万新装修 要的就是品质 住的就是舒服！！！
175.07平米,单价34273元/平米,深圳海航城  龙岗双龙,简装,南,4人关注,https://sz.lianjia.com/ershoufang/105101865296.html,8室2厅,近地铁 VR房源 房本满两年,600,,深圳海航城 五房改八房 简装满二 朝南看花园
183.44平米,单价31509元/平米,愉园新苑  龙岗中心城,简装,东,3人关注,https://sz.lianjia.com/ershoufang/105101608323.html,5室2厅,VR房源 房本满两年,578,,龙岗愉园新苑   大户型电梯5房  商圈成熟  配套齐全
99.61平米,单价44173元/平米,桂芳园八期  布吉大芬,精装,东北,22人关注,https://sz.lianjia.com/ershoufang/105101420451.html,3室1厅,近地铁 VR房源 房本满五年,440,,户型方正，客厅出阳台，采光好，视野好
88.99平米,单价39893元/平米,中海康城国际一期  大运新城,精装,西南,102人关注,https://sz.lianjia.com/ershoufang/105101187451.html,3室2厅,VR房源 房本满五年,355,,此房满五唯一，楼层好，厅出阳台，户型方正实用
127.61平米,单价27428元/平米,天誉国际公馆  龙岗中心城,精装,东南,4人关注,https://sz.lianjia.com/ershoufang/105101807114.html,3室1厅,近地铁 VR房源 房本满五年,350,,大三房两厅、适宜居住，出行方便
73.05平米,单价47228元/平米,桂芳园七期  布吉大芬,精装,东北,8人关注,https://sz.lianjia.com/ershoufang/105103584072.html,2室1厅,近地铁 VR房源 房本满五年,345,11天以前发布,此房满五年唯一物业楼层高视野好   装修保养可以
67.16平米,单价50328元/平米,信义假日名城五期A逸翠园  布吉关,精装,西北,0人关注,https://sz.lianjia.com/ershoufang/105103559265.html,2室2厅,VR房源 房本满五年,338,15天以前发布,此房满五唯一，业主自住保养较好，诚心出售。
123.93平米,单价19770元/平米,新城花园龙岗  龙岗双龙,,西北,27人关注,https://sz.lianjia.com/ershoufang/105102859695.html,3室2厅,VR房源 房本满五年 随时看房,245,,业主诚心出售，毛坯房大三房价格可谈，看房方便，
96.57平米,单价36244元/平米,龙福一村  龙岗中心城,简装,东,3人关注,https://sz.lianjia.com/ershoufang/105102554471.html,3室2厅,VR房源 房本满五年 随时看房,350,,满五唯一 视野关阔 无遮挡 采光好 通风好
201.22平米,单价45722元/平米,中海康城花园二期  大运新城,,西南,5人关注,https://sz.lianjia.com/ershoufang/105102298984.html,5室1厅,VR房源 房本满五年 随时看房,920,,大运新城 顶层复式 安静视野好
87.93平米,单价43217元/平米,远洋新干线二期  龙岗中心城,,东北,2人关注,https://sz.lianjia.com/ershoufang/105102059822.html,3室2厅,近地铁 VR房源 房本满两年 随时看房,380,,远洋新干线二期，地铁口物业，今天9月份满二年。
105.5平米,单价31280元/平米,中骏四季阳光二期  坪地,,东南,10人关注,https://sz.lianjia.com/ershoufang/105101523912.html,3室2厅,VR房源 房本满五年 随时看房,330,,中骏四季阳光二期 通透户型 标准大三房 高楼层
53.81平米,单价31593元/平米,保利上城  龙岗中心城,精装,西北,21人关注,https://sz.lianjia.com/ershoufang/105100922607.html,1室1厅,近地铁 VR房源 房本满五年 随时看房,170,,保利上城一房一厅 ，采光好中搞层
68.68平米,单价61154元/平米,水晶之城  横岗,精装,南,38人关注,https://sz.lianjia.com/ershoufang/105101343115.html,7室2厅,近地铁 VR房源 房本满五年,420,,水晶之城 三层复式 住家装修 满五唯一
133.1平米,单价50188元/平米,天健现代城  龙岗中心城,,南 北,2人关注,https://sz.lianjia.com/ershoufang/105103556453.html,4室1厅,VR房源 房本满五年,668,16天以前发布,天健现代城，南北通透大四房，户型方正，格局实用
83.75平米,单价39403元/平米,南景豪庭  布吉大芬,精装,南,6人关注,https://sz.lianjia.com/ershoufang/105103547701.html,3室1厅,近地铁 VR房源 房本满两年,330,18天以前发布,南景豪庭户型南北通双阳台精装修
77平米,单价44156元/平米,华侨城四海锦园  平湖,精装,东南,3人关注,https://sz.lianjia.com/ershoufang/105103533885.html,3室2厅,VR房源 房本满两年,340,20天以前发布,水门逸欣园精装3房 户型方正 实用率高 诚心出售
105.42平米,单价50276元/平米,万科四季花城七期  坂田,,东 西,1人关注,https://sz.lianjia.com/ershoufang/105103520174.html,3室1厅,近地铁 VR房源 房本满五年,530,22天以前发布,万科四季花城七期 3室1厅 530万
81.56平米,单价44753元/平米,平吉上苑  平湖,精装,南,2人关注,https://sz.lianjia.com/ershoufang/105103509703.html,3室2厅,VR房源 房本满两年,365,24天以前发布,平吉上苑 地铁口楼盘 6站地铁到深圳华为总部  朝南
70.63平米,单价45307元/平米,深圳海航城  龙岗双龙,精装,东 东南,2人关注,https://sz.lianjia.com/ershoufang/105103500244.html,3室1厅,近地铁 VR房源 房本满两年,320,26天以前发布,经典两房，户型方正，居家适宜。
85.79平米,单价61779元/平米,星河时代  大运新城,精装,西南,14人关注,https://sz.lianjia.com/ershoufang/105103485258.html,3室2厅,近地铁 VR房源 房本满两年,530,28天以前发布,墅质小区，南向通透户，中高楼层、厅出阳台视野开阔
90.85平米,单价29169元/平米,龙富花园(龙富路)  龙岗中心城,精装,南,4人关注,https://sz.lianjia.com/ershoufang/105103462579.html,4室1厅,近地铁 VR房源 房本满五年,265,,南联地铁口龙富花园四房 满五唯一红本在手 诚意出售
